# ===== Aggregated and Sorted Prefixes =====
# Overall unique blocked IPs -> IPv4: 37,857,536 ; IPv6: 0
# Total output prefixes: 2623
#
38.211.80.0/20  
81.92.200.0/22  
# --- ISP: 16 COLLYER QUAY # 18-29 INCOME AT RAFFLES | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
101.33.12.0/22       # 16 COLLYER QUAY # 18-29 INCOME AT RAFFLES
# --- ISP: FREEDOMTECH SOLUTIONS LIMITED | prefixes: 27 | IPv4 addrs: 8,192 | IPv6 addrs: 0 ---
102.129.132.0/24     # FREEDOMTECH SOLUTIONS LIMITED
102.129.143.0/24     # FREEDOMTECH SOLUTIONS LIMITED
102.129.147.0/24     # FREEDOMTECH SOLUTIONS LIMITED
102.129.155.0/24     # FREEDOMTECH SOLUTIONS LIMITED
102.129.158.0/23     # FREEDOMTECH SOLUTIONS LIMITED
102.129.161.0/24     # FREEDOMTECH SOLUTIONS LIMITED
102.129.162.0/23     # FREEDOMTECH SOLUTIONS LIMITED
102.129.164.0/24     # FREEDOMTECH SOLUTIONS LIMITED
102.129.169.0/24     # FREEDOMTECH SOLUTIONS LIMITED
102.129.171.0/24     # FREEDOMTECH SOLUTIONS LIMITED
102.129.174.0/24     # FREEDOMTECH SOLUTIONS LIMITED
102.129.181.0/24     # FREEDOMTECH SOLUTIONS LIMITED
102.129.204.0/24     # FREEDOMTECH SOLUTIONS LIMITED
102.129.223.0/24     # FREEDOMTECH SOLUTIONS LIMITED
102.129.227.0/24     # FREEDOMTECH SOLUTIONS LIMITED
102.129.228.0/24     # FREEDOMTECH SOLUTIONS LIMITED
102.129.230.0/24     # FREEDOMTECH SOLUTIONS LIMITED
102.129.239.0/24     # FREEDOMTECH SOLUTIONS LIMITED
102.129.243.0/24     # FREEDOMTECH SOLUTIONS LIMITED
102.165.17.0/24      # FREEDOMTECH SOLUTIONS LIMITED
102.165.21.0/24      # FREEDOMTECH SOLUTIONS LIMITED
102.165.28.0/23      # FREEDOMTECH SOLUTIONS LIMITED
102.165.32.0/23      # FREEDOMTECH SOLUTIONS LIMITED
102.165.35.0/24      # FREEDOMTECH SOLUTIONS LIMITED
102.165.36.0/23      # FREEDOMTECH SOLUTIONS LIMITED
102.165.42.0/24      # FREEDOMTECH SOLUTIONS LIMITED
102.165.50.0/24      # FREEDOMTECH SOLUTIONS LIMITED

# --- ISP: FreeNet L.L.C-FZ | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
91.229.104.0/23      # FreeNet L.L.C-FZ

# --- ISP: Future Tech Distribution | prefixes: 12 | IPv4 addrs: 13,824 | IPv6 addrs: 0 ---
45.192.132.0/22      # Future Tech Distribution
45.192.136.0/22      # Future Tech Distribution
45.192.148.0/22      # Future Tech Distribution
45.192.152.0/21      # Future Tech Distribution
154.85.100.0/22      # Future Tech Distribution
154.85.126.0/23      # Future Tech Distribution
154.92.112.0/21      # Future Tech Distribution
154.95.0.0/23        # Future Tech Distribution
154.95.32.0/21       # Future Tech Distribution
154.194.8.0/23       # Future Tech Distribution
156.238.4.0/22       # Future Tech Distribution
156.238.8.0/22       # Future Tech Distribution

# --- ISP: FX Capital Services Inc. | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
103.111.33.0/24      # FX Capital Services Inc.

# --- ISP: GCS SER-NET | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
88.151.192.0/24      # GCS SER-NET

# --- ISP: Germany, Frankfurt | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
193.43.249.0/24      # Germany, Frankfurt

# --- ISP: GIG Telecom, Inc. | prefixes: 1 | IPv4 addrs: 4,096 | IPv6 addrs: 0 ---
38.27.16.0/20        # GIG Telecom, Inc.

# --- ISP: GIR SER-NET | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
193.32.176.0/24      # GIR SER-NET

# --- ISP: Glassman, Mark | prefixes: 2 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
23.234.86.0/24       # Glassman, Mark
198.44.130.0/24      # Glassman, Mark

# --- ISP: GLOBAL CONNECTIVITY SOLUTIONS LLP | prefixes: 80 | IPv4 addrs: 23,808 | IPv6 addrs: 0 ---
2.59.162.0/23        # GLOBAL CONNECTIVITY SOLUTIONS LLP
5.181.2.0/23         # GLOBAL CONNECTIVITY SOLUTIONS LLP
45.95.232.0/23       # GLOBAL CONNECTIVITY SOLUTIONS LLP
45.129.185.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
45.141.234.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
45.143.200.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
45.151.61.0/24       # GLOBAL CONNECTIVITY SOLUTIONS LLP
46.29.234.0/23       # GLOBAL CONNECTIVITY SOLUTIONS LLP
62.60.232.0/23       # GLOBAL CONNECTIVITY SOLUTIONS LLP
62.60.234.0/24       # GLOBAL CONNECTIVITY SOLUTIONS LLP
62.133.60.0/24       # GLOBAL CONNECTIVITY SOLUTIONS LLP
62.133.62.0/23       # GLOBAL CONNECTIVITY SOLUTIONS LLP
77.83.245.0/24       # GLOBAL CONNECTIVITY SOLUTIONS LLP
77.83.246.0/24       # GLOBAL CONNECTIVITY SOLUTIONS LLP
77.110.107.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
78.153.131.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
78.153.139.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
78.159.131.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
80.253.251.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
81.17.159.0/24       # GLOBAL CONNECTIVITY SOLUTIONS LLP
81.19.139.0/24       # GLOBAL CONNECTIVITY SOLUTIONS LLP
81.19.140.0/23       # GLOBAL CONNECTIVITY SOLUTIONS LLP
81.177.214.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
83.217.9.0/24        # GLOBAL CONNECTIVITY SOLUTIONS LLP
85.159.228.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
85.234.100.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
87.120.222.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
87.121.47.0/24       # GLOBAL CONNECTIVITY SOLUTIONS LLP
89.23.103.0/24       # GLOBAL CONNECTIVITY SOLUTIONS LLP
89.23.107.0/24       # GLOBAL CONNECTIVITY SOLUTIONS LLP
89.23.108.0/24       # GLOBAL CONNECTIVITY SOLUTIONS LLP
89.185.80.0/24       # GLOBAL CONNECTIVITY SOLUTIONS LLP
89.185.82.0/24       # GLOBAL CONNECTIVITY SOLUTIONS LLP
89.185.84.0/24       # GLOBAL CONNECTIVITY SOLUTIONS LLP
91.219.23.0/24       # GLOBAL CONNECTIVITY SOLUTIONS LLP
93.94.51.0/24        # GLOBAL CONNECTIVITY SOLUTIONS LLP
93.94.52.0/24        # GLOBAL CONNECTIVITY SOLUTIONS LLP
93.152.207.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
93.152.217.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
109.172.54.0/23      # GLOBAL CONNECTIVITY SOLUTIONS LLP
113.30.152.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
141.98.233.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
145.249.109.0/24     # GLOBAL CONNECTIVITY SOLUTIONS LLP
145.249.115.0/24     # GLOBAL CONNECTIVITY SOLUTIONS LLP
147.45.49.0/24       # GLOBAL CONNECTIVITY SOLUTIONS LLP
147.45.50.0/23       # GLOBAL CONNECTIVITY SOLUTIONS LLP
147.45.116.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
147.45.177.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
147.45.178.0/23      # GLOBAL CONNECTIVITY SOLUTIONS LLP
147.45.204.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
147.45.217.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
147.45.220.0/23      # GLOBAL CONNECTIVITY SOLUTIONS LLP
150.40.102.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
178.17.53.0/24       # GLOBAL CONNECTIVITY SOLUTIONS LLP
178.17.58.0/24       # GLOBAL CONNECTIVITY SOLUTIONS LLP
178.22.31.0/24       # GLOBAL CONNECTIVITY SOLUTIONS LLP
178.130.47.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
185.39.204.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
185.39.207.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
185.75.135.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
185.76.243.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
185.99.96.0/24       # GLOBAL CONNECTIVITY SOLUTIONS LLP
185.100.159.0/24     # GLOBAL CONNECTIVITY SOLUTIONS LLP
185.138.88.0/23      # GLOBAL CONNECTIVITY SOLUTIONS LLP
185.138.90.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
185.143.223.0/24     # GLOBAL CONNECTIVITY SOLUTIONS LLP
185.156.72.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
185.168.208.0/24     # GLOBAL CONNECTIVITY SOLUTIONS LLP
185.177.238.0/24     # GLOBAL CONNECTIVITY SOLUTIONS LLP
185.193.89.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
185.214.74.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
185.242.247.0/24     # GLOBAL CONNECTIVITY SOLUTIONS LLP
193.233.127.0/24     # GLOBAL CONNECTIVITY SOLUTIONS LLP
194.87.31.0/24       # GLOBAL CONNECTIVITY SOLUTIONS LLP
194.87.45.0/24       # GLOBAL CONNECTIVITY SOLUTIONS LLP
194.87.216.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
194.156.102.0/23     # GLOBAL CONNECTIVITY SOLUTIONS LLP
195.66.25.0/24       # GLOBAL CONNECTIVITY SOLUTIONS LLP
195.133.88.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP
212.87.222.0/24      # GLOBAL CONNECTIVITY SOLUTIONS LLP

# --- ISP: GLOBAL INTERNET SOLUTIONS LLC | prefixes: 6 | IPv4 addrs: 1,536 | IPv6 addrs: 0 ---
31.129.22.0/24       # GLOBAL INTERNET SOLUTIONS LLC
62.133.61.0/24       # GLOBAL INTERNET SOLUTIONS LLC
85.159.229.0/24      # GLOBAL INTERNET SOLUTIONS LLC
92.118.112.0/24      # GLOBAL INTERNET SOLUTIONS LLC
141.98.234.0/24      # GLOBAL INTERNET SOLUTIONS LLC
185.247.184.0/24     # GLOBAL INTERNET SOLUTIONS LLC

# --- ISP: Goald Co., Ltd. | prefixes: 1 | IPv4 addrs: 4,096 | IPv6 addrs: 0 ---
38.97.144.0/20       # Goald Co., Ltd.

# --- ISP: GoHosting | prefixes: 2 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
103.246.250.0/24     # GoHosting
203.28.238.0/24      # GoHosting

# --- ISP: goodline | prefixes: 6 | IPv4 addrs: 7,168 | IPv6 addrs: 0 ---
158.46.164.0/22      # goodline
158.46.168.0/21      # goodline
178.171.16.0/22      # goodline
178.171.64.0/22      # goodline
178.171.72.0/22      # goodline
178.171.96.0/22      # goodline

# --- ISP: Gopur Enterprises | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
103.173.88.0/23      # Gopur Enterprises

# --- ISP: GOVIRAL360 DIGITAL MARKETING PRIVATE LIMITED | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
103.173.82.0/23      # GOVIRAL360 DIGITAL MARKETING PRIVATE LIMITED

# --- ISP: Greenfield Communications | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
38.103.232.0/21      # Greenfield Communications

# --- ISP: GTT - EMEA Ltd. | prefixes: 11 | IPv4 addrs: 10,496 | IPv6 addrs: 0 ---
79.121.132.0/22      # GTT - EMEA Ltd.
93.152.12.0/22       # GTT - EMEA Ltd.
93.152.48.0/22       # GTT - EMEA Ltd.
93.152.64.0/22       # GTT - EMEA Ltd.
93.152.116.0/22      # GTT - EMEA Ltd.
109.174.252.0/22     # GTT - EMEA Ltd.
109.204.0.0/22       # GTT - EMEA Ltd.
109.204.16.0/22      # GTT - EMEA Ltd.
109.204.24.0/22      # GTT - EMEA Ltd.
109.204.50.0/24      # GTT - EMEA Ltd.
109.204.96.0/22      # GTT - EMEA Ltd.

# --- ISP: GTT Communications France SAS | prefixes: 4 | IPv4 addrs: 2,560 | IPv6 addrs: 0 ---
84.37.178.0/23       # GTT Communications France SAS
84.37.180.0/22       # GTT Communications France SAS
84.37.194.0/23       # GTT Communications France SAS
84.37.220.0/23       # GTT Communications France SAS

# --- ISP: GTT Communications Inc. | prefixes: 7 | IPv4 addrs: 6,144 | IPv6 addrs: 0 ---
92.71.28.0/22        # GTT Communications Inc.
92.71.34.0/23        # GTT Communications Inc.
92.71.40.0/22        # GTT Communications Inc.
92.71.44.0/23        # GTT Communications Inc.
92.71.56.0/22        # GTT Communications Inc.
135.196.108.0/22     # GTT Communications Inc.
135.196.144.0/22     # GTT Communications Inc.

# --- ISP: GVM Sistem 2003 SRL | prefixes: 2 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
91.239.0.0/22        # GVM Sistem 2003 SRL
91.240.156.0/22      # GVM Sistem 2003 SRL

# --- ISP: GZ REMITTANCE (CHINA) INDUSTRY LIMITED | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
103.165.16.0/24      # GZ REMITTANCE (CHINA) INDUSTRY LIMITED

# --- ISP: GZ Systems Limited China Operations | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
103.46.142.0/24      # GZ Systems Limited China Operations

# --- ISP: Hampee VPS | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
104.252.251.0/24     # Hampee VPS

# --- ISP: Hertza LLC trading as ZeroBounce | prefixes: 5 | IPv4 addrs: 5,120 | IPv6 addrs: 0 ---
45.67.100.0/22       # Hertza LLC trading as ZeroBounce
45.87.168.0/22       # Hertza LLC trading as ZeroBounce
95.214.136.0/22      # Hertza LLC trading as ZeroBounce
185.175.160.0/22     # Hertza LLC trading as ZeroBounce
185.182.240.0/22     # Hertza LLC trading as ZeroBounce

# --- ISP: Hertza LLC ZeroBounce | prefixes: 1 | IPv4 addrs: 8,192 | IPv6 addrs: 0 ---
154.9.96.0/19        # Hertza LLC ZeroBounce

# --- ISP: High Proxies / HPRO Group Limited | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
154.3.216.0/22       # High Proxies / HPRO Group Limited

# --- ISP: HJT Consortium INC | prefixes: 2 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
23.141.252.0/24      # HJT Consortium INC
207.174.59.0/24      # HJT Consortium INC

# --- ISP: Hong Kong | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
109.238.194.0/23     # Hong Kong

# --- ISP: HONG KONG BRIDGE INFO-TECH LIMITED | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
38.92.216.0/21       # HONG KONG BRIDGE INFO-TECH LIMITED

# --- ISP: Hop Bilisim Teknolojileri Anonim Sirketi | prefixes: 2 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
139.28.32.0/22       # Hop Bilisim Teknolojileri Anonim Sirketi
141.98.48.0/22       # Hop Bilisim Teknolojileri Anonim Sirketi

# --- ISP: HOST TELECOM LTD | prefixes: 2 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
5.253.59.0/24        # HOST TELECOM LTD
85.208.139.0/24      # HOST TELECOM LTD

# --- ISP: Host Universal Pty Ltd | prefixes: 4 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
103.75.11.0/24       # Host Universal Pty Ltd
103.108.229.0/24     # Host Universal Pty Ltd
103.108.230.0/23     # Host Universal Pty Ltd
103.216.220.0/22     # Host Universal Pty Ltd

# --- ISP: Host Universal Pty Ltd Adelaide Services | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
45.248.79.0/24       # Host Universal Pty Ltd Adelaide Services

# --- ISP: Host Universal Pty Ltd Auckland Services | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
180.149.231.0/24     # Host Universal Pty Ltd Auckland Services

# --- ISP: Host Universal Pty Ltd Brisbane Services | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
45.248.77.0/24       # Host Universal Pty Ltd Brisbane Services

# --- ISP: Host Universal Pty Ltd Perth Services | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
45.248.78.0/24       # Host Universal Pty Ltd Perth Services

# --- ISP: Host Universal Pty Ltd Sydney Services | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
45.248.76.0/24       # Host Universal Pty Ltd Sydney Services

# --- ISP: Host Valid Amsterdam | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
176.97.148.0/22      # Host Valid Amsterdam

# --- ISP: Host Valid Copenhagen | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
176.118.92.0/22      # Host Valid Copenhagen

# --- ISP: Host Valid London | prefixes: 2 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
176.96.176.0/22      # Host Valid London
176.97.144.0/22      # Host Valid London

# --- ISP: Host Valid Los Angeles | prefixes: 5 | IPv4 addrs: 8,192 | IPv6 addrs: 0 ---
176.96.180.0/22      # Host Valid Los Angeles
176.98.56.0/21       # Host Valid Los Angeles
176.116.40.0/21      # Host Valid Los Angeles
178.157.112.0/21     # Host Valid Los Angeles
178.157.120.0/22     # Host Valid Los Angeles

# --- ISP: Host Valid Madrid | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
176.118.88.0/22      # Host Valid Madrid

# --- ISP: Host Wagon LLC | prefixes: 9 | IPv4 addrs: 8,704 | IPv6 addrs: 0 ---
2.57.28.0/22         # Host Wagon LLC
45.145.212.0/22      # Host Wagon LLC
86.62.60.0/22        # Host Wagon LLC
139.28.224.0/23      # Host Wagon LLC
176.105.248.0/22     # Host Wagon LLC
193.149.20.0/22      # Host Wagon LLC
193.168.220.0/22     # Host Wagon LLC
212.80.200.0/22      # Host Wagon LLC
217.9.16.0/22        # Host Wagon LLC

# --- ISP: Hostaly LLC | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
64.49.36.0/22        # Hostaly LLC

# --- ISP: Hosting Services Inc | prefixes: 4 | IPv4 addrs: 6,144 | IPv6 addrs: 0 ---
5.63.144.0/21        # Hosting Services Inc
37.130.224.0/21      # Hosting Services Inc
185.2.136.0/22       # Hosting Services Inc
185.225.208.0/22     # Hosting Services Inc

# --- ISP: Hosting Services, Inc. | prefixes: 53 | IPv4 addrs: 52,480 | IPv6 addrs: 0 ---
50.115.114.0/23      # Hosting Services, Inc.
50.115.116.0/22      # Hosting Services, Inc.
50.115.120.0/21      # Hosting Services, Inc.
67.213.208.0/23      # Hosting Services, Inc.
67.213.214.0/23      # Hosting Services, Inc.
67.213.220.0/22      # Hosting Services, Inc.
69.4.228.0/23        # Hosting Services, Inc.
69.4.238.0/23        # Hosting Services, Inc.
98.158.180.0/23      # Hosting Services, Inc.
107.182.224.0/20     # Hosting Services, Inc.
173.244.194.0/23     # Hosting Services, Inc.
173.244.198.0/23     # Hosting Services, Inc.
173.244.200.0/22     # Hosting Services, Inc.
173.244.206.0/24     # Hosting Services, Inc.
173.244.208.0/22     # Hosting Services, Inc.
173.244.212.0/23     # Hosting Services, Inc.
173.244.214.0/24     # Hosting Services, Inc.
173.244.216.0/21     # Hosting Services, Inc.
173.255.128.0/22     # Hosting Services, Inc.
173.255.143.0/24     # Hosting Services, Inc.
174.127.64.0/23      # Hosting Services, Inc.
174.127.68.0/23      # Hosting Services, Inc.
174.127.70.0/24      # Hosting Services, Inc.
174.127.75.0/24      # Hosting Services, Inc.
174.127.76.0/23      # Hosting Services, Inc.
174.127.79.0/24      # Hosting Services, Inc.
174.127.80.0/22      # Hosting Services, Inc.
174.127.84.0/24      # Hosting Services, Inc.
174.127.86.0/23      # Hosting Services, Inc.
174.127.88.0/24      # Hosting Services, Inc.
174.127.90.0/23      # Hosting Services, Inc.
174.127.98.0/24      # Hosting Services, Inc.
174.127.104.0/21     # Hosting Services, Inc.
174.127.112.0/21     # Hosting Services, Inc.
174.127.120.0/24     # Hosting Services, Inc.
174.127.122.0/23     # Hosting Services, Inc.
174.127.125.0/24     # Hosting Services, Inc.
198.105.208.0/21     # Hosting Services, Inc.
198.105.216.0/22     # Hosting Services, Inc.
199.189.104.0/21     # Hosting Services, Inc.
199.195.194.0/23     # Hosting Services, Inc.
199.195.196.0/22     # Hosting Services, Inc.
206.190.128.0/20     # Hosting Services, Inc.
206.190.144.0/21     # Hosting Services, Inc.
206.190.152.0/23     # Hosting Services, Inc.
206.217.192.0/22     # Hosting Services, Inc.
206.217.200.0/21     # Hosting Services, Inc.
206.217.216.0/23     # Hosting Services, Inc.
209.95.32.0/20       # Hosting Services, Inc.
209.95.48.0/22       # Hosting Services, Inc.
209.95.54.0/23       # Hosting Services, Inc.
209.95.58.0/23       # Hosting Services, Inc.
216.119.148.0/23     # Hosting Services, Inc.

# --- ISP: HOSTROYALE BE | prefixes: 10 | IPv4 addrs: 9,216 | IPv6 addrs: 0 ---
154.202.70.0/23      # HOSTROYALE BE
154.202.86.0/23      # HOSTROYALE BE
154.205.174.0/23     # HOSTROYALE BE
154.207.102.0/23     # HOSTROYALE BE
154.207.136.0/22     # HOSTROYALE BE
154.207.216.0/22     # HOSTROYALE BE
154.207.228.0/22     # HOSTROYALE BE
154.207.248.0/22     # HOSTROYALE BE
154.208.136.0/22     # HOSTROYALE BE
154.209.8.0/21       # HOSTROYALE BE

# --- ISP: HOSTROYALE BR | prefixes: 8 | IPv4 addrs: 9,216 | IPv6 addrs: 0 ---
154.205.168.0/22     # HOSTROYALE BR
154.206.0.0/22       # HOSTROYALE BR
154.207.84.0/22      # HOSTROYALE BR
154.207.116.0/22     # HOSTROYALE BR
154.207.120.0/22     # HOSTROYALE BR
154.207.184.0/22     # HOSTROYALE BR
154.207.240.0/21     # HOSTROYALE BR
154.208.132.0/22     # HOSTROYALE BR

# --- ISP: HOSTROYALE ES | prefixes: 7 | IPv4 addrs: 7,168 | IPv6 addrs: 0 ---
154.207.114.0/23     # HOSTROYALE ES
154.207.124.0/23     # HOSTROYALE ES
154.207.140.0/23     # HOSTROYALE ES
154.207.192.0/20     # HOSTROYALE ES
154.207.224.0/23     # HOSTROYALE ES
154.207.254.0/23     # HOSTROYALE ES
154.209.16.0/23      # HOSTROYALE ES

# --- ISP: HostRoyale IP Network | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
202.94.175.0/24      # HostRoyale IP Network

# --- ISP: HostRoyale LLC | prefixes: 5 | IPv4 addrs: 6,144 | IPv6 addrs: 0 ---
142.202.252.0/22     # HostRoyale LLC
165.140.196.0/22     # HostRoyale LLC
172.111.12.0/22      # HostRoyale LLC
209.242.192.0/21     # HostRoyale LLC
209.242.212.0/22     # HostRoyale LLC

# --- ISP: HOSTROYALE SG | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
154.208.128.0/23     # HOSTROYALE SG

# --- ISP: HostRoyale Technologies | prefixes: 2 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
45.252.189.0/24      # HostRoyale Technologies
45.252.191.0/24      # HostRoyale Technologies

# --- ISP: HostRoyale Technologies Japan Network | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
45.252.188.0/24      # HostRoyale Technologies Japan Network

# --- ISP: HOSTROYALE TECHNOLOGIES PRIVATE LIMITED | prefixes: 108 | IPv4 addrs: 308,224 | IPv6 addrs: 0 ---
45.196.0.0/21        # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
45.196.8.0/22        # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
45.198.196.0/22      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
45.198.208.0/20      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
45.201.64.0/18       # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.82.24.0/21       # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.85.24.0/23       # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.85.28.0/22       # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.86.64.0/19       # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.86.96.0/20       # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.88.10.0/23       # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.88.18.0/23       # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.89.208.0/20      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.90.168.0/22      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.90.184.0/22      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.90.192.0/19      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.94.128.0/18      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.94.240.0/20      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.194.214.0/23     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.194.232.0/23     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.194.242.0/23     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.195.32.0/19      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.198.128.0/19     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.198.174.0/23     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.198.184.0/23     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.203.32.0/20      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.203.48.0/23      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.204.96.0/19      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.207.32.0/20      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.207.48.0/22      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.207.52.0/23      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.207.56.0/23      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.207.60.0/22      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.209.224.0/20     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.209.240.0/21     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.209.248.0/23     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.212.32.0/19      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.217.0.0/22       # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.217.12.0/22      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.217.16.0/23      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.217.20.0/22      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.217.24.0/22      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.217.30.0/23      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
